YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION CITY (L/100 km),FUEL CONSUMPTION HWY (L/100 km),FUEL CONSUMPTION COMB (L/100 km),CO2 EMISSIONS 
2020,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,151
2020,MITSUBISHI,OUTLANDER 4WD,SUV: SMALL,2.4,4,AV6,X,9.9,8.1,9.1,212
2020,MITSUBISHI,OUTLANDER 4WD,SUV: SMALL,3,6,A6,Z,12,8.8,10.6,246
2020,MITSUBISHI,RVR,SUV: SMALL,2,4,AV6,X,9.7,7.8,8.8,206
2020,MITSUBISHI,RVR 4WD,SUV: SMALL,2,4,AV6,X,10.1,8.2,9.2,213
2020,MITSUBISHI,RVR 4WD,SUV: SMALL,2.4,4,AV6,X,10.3,8.3,9.4,218
2020,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,261
2020,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,270
2020,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13,9.7,11.5,271
2020,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,279
2020,NISSAN,ALTIMA AWD,MID-SIZE,2.5,4,AV,X,9.1,6.5,7.9,186
2020,NISSAN,ALTIMA AWD SR/PLATINUM,MID-SIZE,2.5,4,AV,X,9.3,6.7,8.1,190
2020,NISSAN,ARMADA 4WD,SUV: STANDARD,5.6,8,AS7,X,17.5,12.9,15.4,362
2020,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.4,10.9,12.8,300
2020,NISSAN,KICKS,MID-SIZE,1.6,4,AV,X,7.7,6.6,7.2,169
2020,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,233
2020,NISSAN,MURANO,STATION WAGON: MID-SIZE,3.5,6,AV7,X,11.7,8.3,10.2,240
2020,NISSAN,MURANO AWD,STATION WAGON: MID-SIZE,3.5,6,AV7,X,11.7,8.5,10.3,242
2020,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.8,8.8,9.3,218
2020,NISSAN,QASHQAI,STATION WAGON: SMALL,2,4,AV8,X,8.8,7.4,8.2,192
2020,NISSAN,QASHQAI,STATION WAGON: SMALL,2,4,M6,X,10.1,8.2,9.2,217
2020,NISSAN,QASHQAI AWD,STATION WAGON: SMALL,2,4,AV8,X,9,7.7,8.4,198
2020,NISSAN,PATHFINDER,SUV: SMALL,3.5,6,AV,X,11.6,8.5,10.2,240
2020,NISSAN,PATHFINDER 4WD,SUV: SMALL,3.5,6,AV,X,12.1,8.9,10.7,251
2020,NISSAN,PATHFINDER 4WD PLATINUM,SUV: SMALL,3.5,6,AV,X,12.4,9.2,11,257
2020,NISSAN,ROGUE,SUV: SMALL,2.5,4,AV,X,9.1,7.1,8.2,192
2020,NISSAN,ROGUE AWD,SUV: SMALL,2.5,4,AV,X,9.6,7.5,8.7,204
2020,NISSAN,SENTRA,MID-SIZE,2,4,AV,X,8,6,7.1,167
2020,NISSAN,SENTRA SR,MID-SIZE,2,4,AV,X,8.2,6.2,7.3,171
2020,NISSAN,SENTRA,MID-SIZE,2,4,M6,X,9.4,6.4,8,188
2020,NISSAN,TITAN 4WD,PICKUP TRUCK: STANDARD,5.6,8,AS9,Z,15.1,11.1,13.3,313
2020,NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK: STANDARD,5.6,8,AS9,Z,15.1,11.2,13.3,313
2020,NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.4,5.9,6.7,158
2020,NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,6.7,7.7,181
2020,PORSCHE,911 CARRERA S,MINICOMPACT,3,6,AM8,Z,13.1,9.7,11.5,271
2020,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3,6,AM8,Z,12.7,10.2,11.6,272
2020,PORSCHE,911 CARRERA 4S,MINICOMPACT,3,6,AM8,Z,13.1,10.2,11.8,277
2020,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3,6,AM8,Z,13.1,10.2,11.8,277
2020,PORSCHE,CAYENNE,SUV: STANDARD,3,6,AS8,Z,12.5,10.3,11.5,269
2020,PORSCHE,CAYENNE S,SUV: STANDARD,2.9,6,AS8,Z,13.1,10.5,11.9,278
2020,PORSCHE,CAYENNE TURBO,SUV: STANDARD,4,8,AS8,Z,15.6,12.4,14.1,329
2020,PORSCHE,MACAN,SUV: SMALL,2,4,AM7,Z,12.2,10.2,11.3,264
2020,PORSCHE,MACAN S,SUV: SMALL,3,6,AM7,Z,12.9,10.2,11.7,272
2020,PORSCHE,PANAMERA,FULL-SIZE,3,6,AM8,Z,12.4,8.7,10.7,250
2020,PORSCHE,PANAMERA 4,FULL-SIZE,3,6,AM8,Z,12.4,9,10.9,253
2020,PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3,6,AM8,Z,12.4,9,10.9,253
2020,PORSCHE,PANAMERA 4 ST,FULL-SIZE,3,6,AM8,Z,12.2,8.9,10.7,250
2020,PORSCHE,PANAMERA 4S,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,261
2020,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,261
2020,PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6,AM8,Z,13.1,9.8,11.6,273
2020,PORSCHE,PANAMERA GTS,FULL-SIZE,4,8,AM8,Z,14.5,10.2,12.6,295
2020,PORSCHE,PANAMERA GTS ST,FULL-SIZE,4,8,AM8,Z,15.7,10.5,13.4,313
2020,PORSCHE,PANAMERA TURBO,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,261
2020,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,261
2020,PORSCHE,PANAMERA TURBO ST,FULL-SIZE,4,8,AM8,Z,13.4,10.1,11.9,279
2020,RAM,1500 ECODIESEL,PICKUP TRUCK: STANDARD,3,6,A8,D,10.5,7.3,9,243
2020,RAM,1500 ETORQUE,PICKUP TRUCK: STANDARD,3.6,6,A8,X,11.9,9.4,10.8,253
2020,RAM,1500 HFE ETORQUE,PICKUP TRUCK: STANDARD,3.6,6,A8,X,11.6,9,10.4,245
2020,RAM,1500,PICKUP TRUCK: STANDARD,5.7,8,A8,X,16.2,10.5,13.6,320
2020,RAM,1500 ETORQUE,PICKUP TRUCK: STANDARD,5.7,8,A8,X,14.1,10.3,12.4,290
2020,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK: STANDARD,3,6,A8,D,11.1,8,9.7,260
2020,RAM,1500 4X4 ETORQUE,PICKUP TRUCK: STANDARD,3.6,6,A8,X,12.2,9.7,11.1,260
2020,RAM,1500 4X4,PICKUP TRUCK: STANDARD,5.7,8,A8,X,16.1,11,13.8,325
2020,RAM,1500 4X4 ETORQUE,PICKUP TRUCK: STANDARD,5.7,8,A8,X,14.2,10.9,12.8,299
2020,RAM,1500 CLASSIC,PICKUP TRUCK: STANDARD,3.6,6,A8,X,13.9,9.6,11.9,280
2020,RAM,1500 CLASSIC,PICKUP TRUCK: STANDARD,5.7,8,A8,X,15.7,11,13.6,319
2020,RAM,1500 CLASSIC 4X4,PICKUP TRUCK: STANDARD,3.6,6,A8,X,14.5,10.2,12.6,294
2020,RAM,1500 CLASSIC 4X4,PICKUP TRUCK: STANDARD,5.7,8,A8,X,16.2,11.6,14.1,330
2020,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,232
2020,ROLLS-ROYCE,CULLINAN,STATION WAGON: MID-SIZE,6.7,12,AS8,Z,20.1,12.1,16.5,386
2020,ROLLS-ROYCE,CULLINAN BLACK BADGE,STATION WAGON: MID-SIZE,6.7,12,AS8,Z,20.1,12.1,16.5,386
2020,ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.4,13.1,17.1,400
2020,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.4,13.1,17.1,400
2020,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.4,13.1,17.1,400
2020,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20,11.8,16.3,382
2020,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20,11.8,16.3,382
2020,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.6,12.8,16.5,387
2020,SUBARU,ASCENT AWD,SUV: STANDARD,2.4,4,AV8,X,11.6,9,10.4,244
2020,SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.7,7.2,8.6,200
2020,SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,11.2,8.2,9.9,231
2020,SUBARU,BRZ TS,MINICOMPACT,2,4,M6,Z,11.6,8.6,10.2,239
2020,SUBARU,CROSSTREK AWD,SUV: SMALL,2,4,AV8,X,8.5,7,7.9,185
2020,SUBARU,CROSSTREK AWD,SUV: SMALL,2,4,M6,X,10.5,8.1,9.4,220
2020,SUBARU,FORESTER AWD,SUV: SMALL,2.5,4,AV7,X,9,7.2,8.2,192
2020,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,AV7,X,8.3,6.4,7.5,174
2020,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,M5,X,10.1,7.6,9,210
2020,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON: SMALL,2,4,AV7,X,8.4,6.6,7.6,178
2020,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON: SMALL,2,4,M5,X,10.1,7.7,9,211
2020,SUBARU,LEGACY AWD,FULL-SIZE,2.4,4,AV8,X,9.9,7.3,8.7,205
2020,SUBARU,LEGACY AWD,FULL-SIZE,2.5,4,AV8,X,8.8,6.7,7.9,185
2020,SUBARU,OUTBACK AWD,SUV: SMALL,2.4,4,AV8,X,10.1,7.9,9.1,213
2020,SUBARU,OUTBACK AWD,SUV: SMALL,2.5,4,AV8,X,9,7.1,8.2,192
2020,SUBARU,WRX AWD,COMPACT,2,4,AV8,Z,12.9,9.7,11.5,263
2020,SUBARU,WRX AWD,COMPACT,2,4,M6,Z,11.3,8.5,10.1,236
2020,SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.3,10.8,12.7,297
2020,TOYOTA,4RUNNER 4WD,SUV: STANDARD,4,6,AS5,X,14.8,12.5,13.8,321
2020,TOYOTA,4RUNNER 4WD (PART-TIME 4WD),SUV: STANDARD,4,6,AS5,X,14.8,12.5,13.8,321
2020,TOYOTA,86,MINICOMPACT,2,4,AS6,Z,9.9,7.3,8.7,204
2020,TOYOTA,86,MINICOMPACT,2,4,M6,Z,11.2,8.3,9.9,232
2020,TOYOTA,AVALON,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,220
2020,TOYOTA,C-HR,COMPACT,2,4,AS7,X,8.7,7.5,8.2,189
2020,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,164
2020,TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,X,8.5,6.1,7.4,173
2020,TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.6,6.3,7.6,177
2020,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9,210
2020,TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,215
2020,TOYOTA,CAMRY TRD,MID-SIZE,3.5,6,AS8,X,10.8,7.6,9.4,220
2020,TOYOTA,CAMRY AWD LE/SE,MID-SIZE,2.5,4,AS8,X,9.3,6.8,8.2,190
2020,TOYOTA,CAMRY AWD XLE/XSE,MID-SIZE,2.5,4,AS8,X,9.5,7,8.4,197
2020,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,4.9,4.8,4.9,113
2020,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.3,5,5.1,121
2020,TOYOTA,COROLLA,COMPACT,1.8,4,AV,X,7.9,6.1,7.1,165
2020,TOYOTA,COROLLA XLE,COMPACT,1.8,4,AV,X,8.1,6.3,7.3,170
2020,TOYOTA,COROLLA,COMPACT,1.8,4,M6,X,8,6,7.1,165
2020,TOYOTA,COROLLA,COMPACT,2,4,AV10,X,7.6,5.8,6.7,158
2020,TOYOTA,COROLLA XSE,COMPACT,2,4,AV10,X,7.7,6.1,7,164
2020,TOYOTA,COROLLA,COMPACT,2,4,M6,X,8.2,6.5,7.4,173
2020,TOYOTA,COROLLA HATCHBACK,COMPACT,2,4,AV10,X,7.5,5.8,6.7,158
2020,TOYOTA,COROLLA HATCHBACK,COMPACT,2,4,M6,X,8.4,6.3,7.5,174
2020,TOYOTA,COROLLA HYBRID,COMPACT,1.8,4,AV,X,4.4,4.5,4.5,106
2020,TOYOTA,GR SUPRA,TWO-SEATER,3,6,AS8,Z,9.9,7.7,8.9,208
2020,TOYOTA,HIGHLANDER,SUV: SMALL,3.5,6,AS8,X,11.9,8.3,10.3,240
2020,TOYOTA,HIGHLANDER AWD,SUV: SMALL,3.5,6,AS8,X,11.7,8.6,10.3,240
2020,TOYOTA,HIGHLANDER HYBRID AWD,SUV: STANDARD,2.5,4,AV,X,6.7,6.8,6.7,158
2020,TOYOTA,HIGHLANDER HYBRID AWD LIMITED/PLATINUM,SUV: STANDARD,2.5,4,AV,X,6.6,6.8,6.7,156
2020,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.7,4.5,106
2020,TOYOTA,PRIUS AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,109
2020,TOYOTA,PRIUS C,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,120
2020,TOYOTA,RAV4,SUV: SMALL,2.5,4,AS8,X,8.8,6.8,7.9,184
2020,TOYOTA,RAV4 AWD,SUV: SMALL,2.5,4,AS8,X,9.2,7.1,8.2,194
2020,TOYOTA,RAV4 AWD TRD OFF-ROAD,SUV: SMALL,2.5,4,AS8,X,9.5,7.5,8.6,200
2020,TOYOTA,RAV4 HYBRID AWD,SUV: SMALL,2.5,4,AV,X,5.7,6.3,6,139
2020,TOYOTA,SEQUOIA 4WD,SUV: STANDARD,5.7,8,AS6,X,18.5,13.9,16.4,385
2020,TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.6,9.1,11,259
2020,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,274
2020,TOYOTA,TACOMA,PICKUP TRUCK: SMALL,2.7,4,AS6,X,12.1,10.1,11.2,263
2020,TOYOTA,TACOMA 4WD,PICKUP TRUCK: SMALL,2.7,4,AS6,X,12.7,10.6,11.7,274
2020,TOYOTA,TACOMA 4WD,PICKUP TRUCK: SMALL,3.5,6,AS6,X,13,10.5,11.9,278
2020,TOYOTA,TACOMA 4WD,PICKUP TRUCK: SMALL,3.5,6,M6,X,13.8,11.4,12.7,299
2020,TOYOTA,TACOMA 4WD D-CAB TRD OFF-ROAD/PRO,PICKUP TRUCK: SMALL,3.5,6,M6,X,13.8,11.7,12.9,300
2020,TOYOTA,TUNDRA,PICKUP TRUCK: STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,371
2020,TOYOTA,TUNDRA 4WD,PICKUP TRUCK: STANDARD,5.7,8,AS6,X,18,14.2,16.3,381
2020,TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.9,6.6,155
2020,TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6.1,6.9,165
2020,VOLKSWAGEN,ARTEON 4MOTION,FULL-SIZE,2,4,AS8,Z,11.5,8.2,10,234
2020,VOLKSWAGEN,ATLAS CROSS SPORT 4MOTION,SUV: SMALL,2,4,AS8,X,12.8,10.4,11.7,273
2020,VOLKSWAGEN,GOLF,COMPACT,1.4,4,AS8,X,8.1,6.6,7.4,174
2020,VOLKSWAGEN,GOLF,COMPACT,1.4,4,M6,X,8.4,6.6,7.6,177
2020,VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM7,X,9.7,7.5,8.7,203
2020,VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,X,9.8,7.3,8.7,203
2020,VOLKSWAGEN,JETTA,COMPACT,1.4,4,AS8,X,7.8,5.9,7,162
2020,VOLKSWAGEN,JETTA,COMPACT,1.4,4,M6,X,7.9,5.9,7,163
2020,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,AM7,X,9.3,7.2,8.4,196
2020,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,X,9.6,7.1,8.5,198
2020,VOLKSWAGEN,PASSAT,MID-SIZE,2,4,AS6,X,10.2,6.9,8.7,205
2020,VOLKSWAGEN,TIGUAN,SUV: SMALL,2,4,AS8,X,10.5,8.1,9.4,221
2020,VOLKSWAGEN,TIGUAN 4MOTION,SUV: SMALL,2,4,AS8,X,11.5,8.7,10.2,241
2020,VOLVO,S60 T5,COMPACT,2,4,AS8,Z,10.5,7.1,8.9,208
2020,VOLVO,S60 T6 AWD,COMPACT,2,4,AS8,Z,11,7.4,9.4,219
2020,VOLVO,S90 T6 AWD,MID-SIZE,2,4,AS8,Z,11.3,7.5,9.6,223
2020,VOLVO,V60 T5,STATION WAGON: SMALL,2,4,AS8,Z,10.5,7.1,8.9,208
2020,VOLVO,V60 T6 AWD,STATION WAGON: SMALL,2,4,AS8,Z,11,7.4,9.4,219
2020,VOLVO,V60 CC T5 AWD,STATION WAGON: SMALL,2,4,AS8,Z,10.8,7.7,9.4,220
2020,VOLVO,XC40 T4 AWD,SUV: SMALL,2,4,AS8,X,10.2,7.5,9,210
2020,VOLVO,XC40 T5 AWD,SUV: SMALL,2,4,AS8,Z,10.7,7.7,9.4,219
2020,VOLVO,XC60 T5 AWD,SUV: SMALL,2,4,AS8,Z,11.2,8.3,9.9,232
2020,VOLVO,XC60 T6 AWD,SUV: SMALL,2,4,AS8,Z,11.7,8.6,10.3,240
2020,VOLVO,XC90 T5 AWD,SUV: STANDARD,2,4,AS8,Z,11.2,8.3,9.9,232
2020,VOLVO,XC90 T6 AWD,SUV: STANDARD,2,4,AS8,Z,12.2,8.7,10.7,248
