YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION CITY (L/100 km),FUEL CONSUMPTION HWY (L/100 km),FUEL CONSUMPTION COMB (L/100 km),CO2 EMISSIONS 
2020,HYUNDAI,VELOSTER N,COMPACT,2,4,M6,X,10.6,8.3,9.5,226
2020,HYUNDAI,VENUE,MID-SIZE,1.6,4,AV,X,8,7,7.5,178
2020,HYUNDAI,VENUE,MID-SIZE,1.6,4,M6,X,8.6,6.8,7.8,184
2020,INFINITI,Q50 AWD,MID-SIZE,3,6,AS7,Z,12.5,8.7,10.8,254
2020,INFINITI,Q50 AWD RED SPORT,MID-SIZE,3,6,AS7,Z,12.5,9.3,11.1,261
2020,INFINITI,Q60 AWD,SUBCOMPACT,3,6,AS7,Z,12.3,8.7,10.7,251
2020,INFINITI,Q60 AWD RED SPORT,SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11,259
2020,INFINITI,QX50 AWD,SUV: SMALL,2,4,AV8,Z,10.8,8.3,9.7,228
2020,INFINITI,QX60 AWD,SUV: SMALL,3.5,6,AV7,Z,12.5,9,10.9,257
2020,INFINITI,QX80 4WD,SUV: STANDARD,5.6,8,AS7,Z,17.8,12.3,15.3,360
2020,JAGUAR,E-PACE P250,SUV: SMALL,2,4,AS9,Z,11,8.4,9.8,231
2020,JAGUAR,E-PACE P300,SUV: SMALL,2,4,AS9,Z,11.2,8.6,10.1,236
2020,JAGUAR,F-PACE 25T,SUV: SMALL,2,4,AS8,Z,10.7,8.8,9.9,227
2020,JAGUAR,F-PACE 30T,SUV: SMALL,2,4,AS8,Z,10.9,8.7,9.9,232
2020,JAGUAR,F-PACE S,SUV: SMALL,3,6,AS8,Z,13.3,10,11.8,277
2020,JAGUAR,F-PACE SVR,SUV: SMALL,5,8,AS8,Z,14.5,11,12.9,303
2020,JAGUAR,F-TYPE P300 CONVERTIBLE,TWO-SEATER,2,4,AS8,Z,10.2,7.8,9.2,215
2020,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,242
2020,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,253
2020,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,265
2020,JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,299
2020,JAGUAR,F-TYPE SVR AWD CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,299
2020,JAGUAR,F-TYPE P300 COUPE,TWO-SEATER,2,4,AS8,Z,10.2,7.8,9.2,215
2020,JAGUAR,F-TYPE COUPE,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,242
2020,JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,253
2020,JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,265
2020,JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,299
2020,JAGUAR,F-TYPE SVR AWD COUPE,TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,299
2020,JAGUAR,XE P250 AWD,COMPACT,2,4,AS8,Z,9.8,6.9,8.5,200
2020,JAGUAR,XE P300 AWD,COMPACT,2,4,AS8,Z,10.7,7.7,9.4,220
2020,JAGUAR,XF 25T AWD,MID-SIZE,2,4,AS8,Z,10.1,7.2,8.8,207
2020,JAGUAR,XF 30T AWD,MID-SIZE,2,4,AS8,Z,10.6,7.6,9.2,217
2020,JAGUAR,XF S AWD,MID-SIZE,3,6,AS8,Z,12,8.4,10.4,243
2020,JEEP,CHEROKEE,SUV: SMALL,2,4,A9,X,10.4,7.6,9.1,214
2020,JEEP,CHEROKEE,SUV: SMALL,2.4,4,A9,X,10.8,7.6,9.3,219
2020,JEEP,CHEROKEE,SUV: SMALL,3.2,6,A9,X,11.9,8.2,10.2,240
2020,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV: SMALL,2,4,A9,X,11.2,8,9.8,229
2020,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV: SMALL,2.4,4,A9,X,11.2,8,9.8,230
2020,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV: SMALL,3.2,6,A9,X,12.2,8.6,10.6,249
2020,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV: SMALL,2,4,A9,X,11.5,8.6,10.2,240
2020,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV: SMALL,3.2,6,A9,X,12.8,9,11.1,259
2020,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV: SMALL,2,4,A9,X,11.8,9.2,10.6,249
2020,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV: SMALL,3.2,6,A9,X,12.9,9.9,11.6,269
2020,JEEP,COMPASS,SUV: SMALL,2.4,4,A6,X,10.6,7.6,9.3,218
2020,JEEP,COMPASS,SUV: SMALL,2.4,4,M6,X,10.4,7.3,9,211
2020,JEEP,COMPASS 4X4,SUV: SMALL,2.4,4,A9,X,10.8,7.8,9.5,222
2020,JEEP,COMPASS 4X4,SUV: SMALL,2.4,4,M6,X,10.8,7.6,9.4,221
2020,JEEP,GLADIATOR 4X4,PICKUP TRUCK: STANDARD,3.6,6,A8,X,13.7,10.7,12.3,290
2020,JEEP,GLADIATOR 4X4,PICKUP TRUCK: STANDARD,3.6,6,M6,X,14.3,10.4,12.6,296
2020,JEEP,GRAND CHEROKEE 4X4,SUV: STANDARD,3.6,6,A8,X,12.7,9.6,11.3,265
2020,JEEP,GRAND CHEROKEE 4X4,SUV: STANDARD,5.7,8,A8,X,16.7,10.9,14.1,331
2020,JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,SUV: STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,413
2020,JEEP,GRAND CHEROKEE 4X4 SRT,SUV: STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,368
2020,JEEP,RENEGADE,SUV: SMALL,1.3,4,A9,X,9.8,7.4,8.7,204
2020,JEEP,RENEGADE,SUV: SMALL,2.4,4,A9,X,10.8,7.8,9.5,222
2020,JEEP,RENEGADE 4X4,SUV: SMALL,1.3,4,A9,X,10.1,8.1,9.2,216
2020,JEEP,RENEGADE 4X4 TRAILHAWK,SUV: SMALL,1.3,4,A9,X,10.8,8.7,9.9,230
2020,JEEP,RENEGADE 4X4,SUV: SMALL,2.4,4,A9,X,11.2,8.2,9.8,230
2020,JEEP,WRANGLER 4X4,SUV: SMALL,2,4,A8,X,10.7,9.8,10.3,241
2020,JEEP,WRANGLER 4X4,SUV: SMALL,3.6,6,A8,X,12.8,10.4,11.8,274
2020,JEEP,WRANGLER 4X4 ETORQUE,SUV: SMALL,3.6,6,A8,X,12,9.8,11,259
2020,JEEP,WRANGLER 4X4,SUV: SMALL,3.6,6,M6,X,13.7,9.6,11.8,277
2020,JEEP,WRANGLER UNLIMITED 4X4,SUV: SMALL,2,4,A8,X,11.5,10.9,11.2,263
2020,JEEP,WRANGLER UNLIMITED 4X4 ETORQUE,SUV: SMALL,2,4,A8,X,11.3,10.5,10.9,257
2020,JEEP,WRANGLER UNLIMITED 4X4 ECODIESEL,SUV: SMALL,3,6,A8,D,10.6,8.1,9.5,255
2020,JEEP,WRANGLER UNLIMITED 4X4,SUV: SMALL,3.6,6,A8,X,12.9,10.7,11.9,280
2020,JEEP,WRANGLER UNLIMITED 4X4 ETORQUE,SUV: SMALL,3.6,6,A8,X,12.6,10.7,11.8,276
2020,JEEP,WRANGLER UNLIMITED 4X4,SUV: SMALL,3.6,6,M6,X,13.8,10.1,12.2,285
2020,KIA,FORTE,MID-SIZE,1.6,4,AM7,X,8.7,6.6,7.8,184
2020,KIA,FORTE,MID-SIZE,2,4,AV,X,7.9,5.9,7,165
2020,KIA,FORTE,MID-SIZE,2,4,M6,X,8.6,6.4,7.6,180
2020,KIA,FORTE 5,FULL-SIZE,1.6,4,AM7,X,8.9,6.9,8,190
2020,KIA,FORTE 5,FULL-SIZE,2,4,AV,X,8,6,7.1,169
2020,KIA,NIRO,STATION WAGON: SMALL,1.6,4,AM6,X,4.6,5.1,4.8,114
2020,KIA,NIRO FE,STATION WAGON: SMALL,1.6,4,AM6,X,4.5,4.8,4.7,110
2020,KIA,NIRO TOURING,STATION WAGON: SMALL,1.6,4,AM6,X,5.1,5.8,5.4,129
2020,KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.5,7.1,8.4,199
2020,KIA,OPTIMA HYBRID,MID-SIZE,2,4,AM6,X,5.9,5.2,5.6,132
2020,KIA,RIO,COMPACT,1.6,4,AV,X,7.2,5.9,6.6,151
2020,KIA,RIO,COMPACT,1.6,4,M6,X,7.8,6,7,167
2020,KIA,SEDONA,MINIVAN,3.3,6,AS8,X,12.7,9.9,11.5,271
2020,KIA,SORENTO AWD,SUV: SMALL,2.4,4,AS6,X,11.2,9,10.2,242
2020,KIA,SORENTO AWD,SUV: SMALL,3.3,6,AS8,X,12.3,9.5,11.1,261
2020,KIA,SOUL,STATION WAGON: SMALL,2,4,AV,X,8.6,7.1,7.9,188
2020,KIA,SOUL,STATION WAGON: SMALL,2,4,M6,X,9.6,7.6,8.7,206
2020,KIA,SPORTAGE,SUV: SMALL,2.4,4,AS6,X,10.1,7.6,9,214
2020,KIA,SPORTAGE AWD,SUV: SMALL,2,4,AS6,X,12.1,9.6,11,261
2020,KIA,SPORTAGE AWD,SUV: SMALL,2.4,4,AS6,X,10.8,9.1,10,239
2020,KIA,STINGER AWD,MID-SIZE,3.3,6,AS8,Z,13.6,9.6,11.8,279
2020,KIA,TELLURIDE AWD,SUV: SMALL,3.8,6,AS8,X,12.5,9.6,11.2,264
2020,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,26.2,15.5,21.4,485
2020,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,26.6,15.8,21.7,493
2020,LAMBORGHINI,HURACAN COUPE,TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,370
2020,LAMBORGHINI,HURACAN COUPE AWD,TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,370
2020,LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,370
2020,LAMBORGHINI,HURACAN SPYDER AWD,TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,370
2020,LAMBORGHINI,URUS,SUV: STANDARD,4,8,AS8,Z,19.2,14.1,16.9,384
2020,LAND ROVER,DISCOVERY,SUV: STANDARD,3,6,AS8,Z,14.8,11.4,13.3,311
2020,LAND ROVER,DISCOVERY TD6 DIESEL,SUV: STANDARD,3,6,AS8,D,11.3,9.2,10.4,279
2020,LAND ROVER,DISCOVERY SPORT P250,SUV: SMALL,2,4,AS9,Z,12.6,9.7,11.3,266
2020,LAND ROVER,DISCOVERY SPORT P290,SUV: SMALL,2,4,AS9,Z,12.3,9.8,11.1,262
2020,LAND ROVER,RANGE ROVER 3.0,SUV: STANDARD,3,6,AS8,Z,12.2,9.4,11,258
2020,LAND ROVER,RANGE ROVER TD6 DIESEL,SUV: STANDARD,3,6,AS8,D,10.7,8.3,9.6,256
2020,LAND ROVER,RANGE ROVER 5.0 SUPERCHARGED,SUV: STANDARD,5,8,AS8,Z,14.4,11.2,12.9,305
2020,LAND ROVER,RANGE ROVER 5.0 SUPERCHARGED LWB,SUV: STANDARD,5,8,AS8,Z,14.4,11.3,13,305
2020,LAND ROVER,RANGE ROVER SVAUTOBIOGRAPHY DYNAMIC,SUV: STANDARD,5,8,AS8,Z,17.1,12.6,15.1,354
2020,LAND ROVER,RANGE ROVER SVAUTOBIOGRAPHY LWB,SUV: STANDARD,5,8,AS8,Z,17.9,12.7,15.5,365
2020,LAND ROVER,RANGE ROVER SPORT 3.0,SUV: STANDARD,3,6,AS8,Z,12.6,9.6,11.3,264
2020,LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,SUV: STANDARD,3,6,AS8,D,10.7,8.3,9.6,256
2020,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV: STANDARD,5,8,AS8,Z,14.1,10.7,12.6,294
2020,LAND ROVER,RANGE ROVER SPORT SVR,SUV: STANDARD,5,8,AS8,Z,16.2,12,14.3,336
2020,LAND ROVER,RANGE ROVER EVOQUE P250,SUV: SMALL,2,4,AS9,Z,11.8,8.7,10.4,245
2020,LAND ROVER,RANGE ROVER EVOQUE P300,SUV: SMALL,2,4,AS9,Z,11.4,8.9,10.3,242
2020,LAND ROVER,RANGE ROVER VELAR P250,SUV: SMALL,2,4,AS8,Z,11.2,8.9,10.2,238
2020,LAND ROVER,RANGE ROVER VELAR P300,SUV: SMALL,2,4,AS8,Z,11.7,9.2,10.6,248
2020,LAND ROVER,RANGE ROVER VELAR P340,SUV: SMALL,3,6,AS8,Z,13,10,11.6,273
2020,LAND ROVER,RANGE ROVER VELAR P380,SUV: SMALL,3,6,AS8,Z,13,10,11.6,273
2020,LAND ROVER,RANGE ROVER VELAR SVAUTOBIOGRAPHY DYNAMIC,SUV: SMALL,5,8,AS8,Z,15.2,11.5,13.5,318
2020,LEXUS,ES 300H,MID-SIZE,2.5,4,AS6,X,5.5,5.2,5.3,124
2020,LEXUS,ES 350,MID-SIZE,3.5,6,AS8,X,10.7,7.2,9.1,213
2020,LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,X,10.9,7.5,9.4,219
2020,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,254
2020,LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,293
2020,LEXUS,GX 460,SUV: STANDARD,4.6,8,AS6,Z,16.2,12.3,14.5,337
2020,LEXUS,IS 300,COMPACT,2,4,AS8,Z,11,7.6,9.5,220
2020,LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,254
2020,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,254
2020,LEXUS,LC 500,SUBCOMPACT,5,8,AS10,Z,15.1,9.5,12.6,294
2020,LEXUS,LC 500H,SUBCOMPACT,3.5,6,AV10,Z,9,7.1,8.1,189
2020,LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,13.2,8.7,11.1,262
2020,LEXUS,LS 500H AWD,MID-SIZE,3.5,6,AV10,Z,10.3,7.7,9.1,214
2020,LEXUS,LX 570,SUV: STANDARD,5.7,8,AS8,Z,19.2,14.3,16.9,395
2020,LEXUS,NX 300 AWD,SUV: SMALL,2,4,AS6,Z,10.7,8.5,9.7,226
2020,LEXUS,NX 300 AWD F SPORT,SUV: SMALL,2,4,AS6,Z,10.8,8.9,9.9,232
2020,LEXUS,NX 300H AWD,SUV: SMALL,2.5,4,AV6,X,7.2,7.9,7.5,176
2020,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,262
2020,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,262
2020,LEXUS,RC F,SUBCOMPACT,5,8,AS8,Z,14.4,9.6,12.2,285
2020,LEXUS,RX 350 AWD,SUV: SMALL,3.5,6,AS8,X,12.2,9,10.8,252
2020,LEXUS,RX 350 L AWD,SUV: SMALL,3.5,6,AS8,X,13.1,9.4,11.1,268
2020,LEXUS,RX 450H AWD,SUV: STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,185
2020,LEXUS,RX 450H L AWD,SUV: STANDARD,3.5,6,AV6,Z,8.1,8.4,8.1,190
2020,LEXUS,UX 200,MID-SIZE,2,4,AS10,X,8,6.3,7.2,168
2020,LEXUS,UX 250H AWD,COMPACT,2,4,AV6,X,5.7,6.2,6,140
2020,LINCOLN,AVIATOR,SUV: STANDARD,3,6,AS10,X,13.7,9.7,11.9,280
2020,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,14,9.5,12,281
2020,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3,6,AS6,X,14.5,9.8,12.3,289
2020,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,287
2020,LINCOLN,CORSAIR AWD,SUV: SMALL,2,4,AS8,X,11.1,8.1,9.8,229
2020,LINCOLN,CORSAIR AWD,SUV: SMALL,2.3,4,AS8,X,11.1,8.2,9.8,230
2020,LINCOLN,MKZ AWD,MID-SIZE,2,4,AS6,X,12.1,8.4,10.4,245
2020,LINCOLN,MKZ HYBRID,MID-SIZE,2,4,AV,X,5.5,5.7,5.6,131
2020,LINCOLN,NAUTILUS AWD,SUV: SMALL,2,4,AS8,X,12,9.6,10.7,250
2020,LINCOLN,NAUTILUS AWD,SUV: SMALL,2.7,6,AS8,X,12.5,9.2,11,258
2020,LINCOLN,NAVIGATOR 4X4,SUV: STANDARD,3.5,6,AS10,X,15,11.5,13.4,315
2020,MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,286
2020,MASERATI,GHIBLI S,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,286
2020,MASERATI,GHIBLI S Q4,MID-SIZE,3,6,AS8,Z,14.7,9.9,12.6,295
2020,MASERATI,LEVANTE,SUV: STANDARD,3,6,AS8,Z,15.9,11.1,13.7,324
2020,MASERATI,LEVANTE S,SUV: STANDARD,3,6,AS8,Z,15.9,11.1,13.7,324
2020,MASERATI,LEVANTE GTS,SUV: STANDARD,3.8,8,AS8,Z,17.3,12.9,15.3,360
2020,MASERATI,LEVANTE TROFEO,SUV: STANDARD,3.8,8,AS8,Z,17.3,12.9,15.3,360
2020,MASERATI,QUATTROPORTE S,FULL-SIZE,3,6,AS8,Z,14.1,9.8,12.2,286
2020,MASERATI,QUATTROPORTE S Q4,FULL-SIZE,3,6,AS8,Z,15,10.3,12.8,301
2020,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16,10.8,13.7,321
2020,MAZDA,CX-3,COMPACT,2,4,AS6,X,8.3,6.9,7.7,179
2020,MAZDA,CX-3 (SIL),COMPACT,2,4,M6,X,8.8,7,8,186
2020,MAZDA,CX-3 4WD,COMPACT,2,4,AS6,X,8.6,7.4,8.1,189
2020,MAZDA,CX-30,SUV: SMALL,2,4,AS6,X,8.9,7.1,8.1,189
2020,MAZDA,CX-30,SUV: SMALL,2.5,4,AS6,X,9.3,7.1,8.3,194
2020,MAZDA,CX-30 4WD,SUV: SMALL,2,4,AS6,X,9.4,7.7,8.6,202
2020,MAZDA,CX-30 4WD,SUV: SMALL,2.5,4,AS6,X,9.9,7.7,8.9,208
2020,MAZDA,CX-30 4WD (CYLINDER DEACTIVATION),SUV: SMALL,2.5,4,AS6,X,9.5,7.4,8.6,200
2020,MAZDA,CX-5,SUV: SMALL,2.5,4,AS6,X,9.7,7.8,8.8,206
2020,MAZDA,CX-5 (CYLINDER DEACTIVATION),SUV: SMALL,2.5,4,AS6,X,9.3,7.6,8.5,201
2020,MAZDA,CX-5 4WD,SUV: SMALL,2.5,4,AS6,X,10.2,8.2,9.3,217
2020,MAZDA,CX-5 4WD (CYLINDER DEACTIVATION),SUV: SMALL,2.5,4,AS6,X,9.8,7.9,9,208
2020,MAZDA,CX-5 TURBO 4WD,SUV: SMALL,2.5,4,AS6,X,10.8,8.7,9.8,230
2020,MAZDA,CX-9 4WD,SUV: SMALL,2.5,4,AS6,X,11.6,9.1,10.5,244
2020,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,8.4,6.6,7.6,178
2020,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8.7,6.4,7.7,180
2020,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.8,6.4,7.7,181
2020,MAZDA,MAZDA3 4-DOOR (CYLINDER DEACTIVATION),COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,183
2020,MAZDA,MAZDA3 4-DOOR 4WD,COMPACT,2.5,4,AS6,X,9.2,7,8.2,192
2020,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8.6,6.7,7.7,181
2020,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.7,6.6,7.8,181
2020,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,9,6.8,8,187
2020,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,189
2020,MAZDA,MAZDA3 5-DOOR 4WD,MID-SIZE,2.5,4,AS6,X,9.8,7.4,8.7,204
2020,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,9,6.7,8,188
2020,MAZDA,MAZDA6 TURBO,MID-SIZE,2.5,4,AS6,X,10,7.5,8.9,208
2020,MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.6,7.9,186
2020,MAZDA,MX-5 (SIL),TWO-SEATER,2,4,M6,Z,9,7,8.1,189
2020,MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3,6,A9,Z,12.4,8.7,10.7,253
2020,MERCEDES-BENZ,AMG C 43 4MATIC CABRIOLET,SUBCOMPACT,3,6,A9,Z,12.7,9.2,11.2,263
2020,MERCEDES-BENZ,AMG C 43 4MATIC COUPE,SUBCOMPACT,3,6,A9,Z,12.9,8.8,11.1,255
2020,MERCEDES-BENZ,AMG C 43 4MATIC WAGON,STATION WAGON: SMALL,3,6,A9,Z,12.4,8.9,10.8,255
2020,MERCEDES-BENZ,AMG C 63,COMPACT,4,8,A9,Z,13.2,8.7,11.2,263
2020,MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,A9,Z,13.2,8.7,11.2,263
2020,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4,8,A9,Z,13.9,9.7,12,282
2020,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4,8,A9,Z,13.9,9.2,11.8,277
2020,MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3,6,A9,Z,12.4,8.7,10.7,235
2020,MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3,6,A9,Z,11.2,8.3,9.9,232
2020,MERCEDES-BENZ,AMG E 53 4MATIC+ CABRIOLET,SUBCOMPACT,3,6,A9,Z,12.5,9,10.9,245
2020,MERCEDES-BENZ,AMG E 53 4MATIC+ COUPE,SUBCOMPACT,3,6,A9,Z,12.3,8.5,10.6,237
2020,MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4,8,A9,Z,16,10.5,13.5,318
2020,MERCEDES-BENZ,AMG E 63 S 4MATIC+ WAGON,STATION WAGON: MID-SIZE,4,8,A9,Z,14.6,10.4,12.7,299
2020,MERCEDES-BENZ,AMG G 63,SUV: STANDARD,4,8,A9,Z,18.1,15.6,17,396
2020,MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV: SMALL,4,8,A9,Z,15,10.9,13.2,309
2020,MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ COUPE,SUV: SMALL,4,8,A9,Z,15,10.9,13.2,309
2020,MERCEDES-BENZ,AMG GT R COUPE,TWO-SEATER,4,8,AM7,Z,15.9,11.8,14,327
2020,MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4,8,A9,Z,14.1,8.9,11.8,275
2020,MERCEDES-BENZ,AMG S 63 4MATIC+ CABRIOLET,SUBCOMPACT,4,8,A9,Z,15.8,9.8,13.1,306
2020,MERCEDES-BENZ,AMG S 63 4MATIC+ COUPE,COMPACT,4,8,A9,Z,14,8.7,11.6,271
2020,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,A7,Z,18.6,10.9,15.1,356
2020,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,A9,Z,11,7.3,9.4,219
2020,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2,4,A9,Z,11.3,8.1,9.9,231
2020,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2,4,A9,Z,10.9,7.7,9.5,221
2020,MERCEDES-BENZ,C 300 4MATIC WAGON,STATION WAGON: SMALL,2,4,A9,Z,10.9,7.7,9.5,221
2020,MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3,6,A9,Z,11.3,7.9,9.8,213
2020,MERCEDES-BENZ,E 450 4MATIC CABRIOLET,SUBCOMPACT,3,6,A9,Z,12.7,10.1,11.6,271
2020,MERCEDES-BENZ,E 450 4MATIC COUPE,SUBCOMPACT,3,6,A9,Z,12.5,9.1,11,257
2020,MERCEDES-BENZ,G 550,SUV: STANDARD,4,8,A9,Z,18,14.1,16.3,378
2020,MERCEDES-BENZ,MAYBACH S 560 4MATIC,FULL-SIZE,4,8,A9,Z,14.4,9.5,12.2,286
2020,MERCEDES-BENZ,MAYBACH S 650,FULL-SIZE,6,12,A7,Z,18.4,11.1,15.1,355
2020,MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3,6,A9,Z,12.8,8.5,10.8,253
2020,MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4,8,A9,Z,13.5,8.6,11.3,265
2020,MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4,8,A9,Z,13.5,8.6,11.3,265
2020,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,270
2020,MERCEDES-BENZ,SLC 300,TWO-SEATER,2,4,A9,Z,10,7.3,8.8,205
2020,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AM7,Z,8.3,6.4,7.5,174
2020,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AM7,Z,8.3,6.4,7.5,174
2020,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS8,Z,9.7,7,8.5,197
2020,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AM7,Z,8.3,6.4,7.5,174
2020,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,AS8,Z,9.8,7.1,8.6,200
2020,MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,AM7,Z,8.9,6.6,7.9,184
2020,MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,AM7,Z,8.9,6.6,7.9,184
2020,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2,4,AS8,Z,10.2,7.4,8.9,207
2020,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,AM7,Z,9.2,6.9,8.1,191
2020,MINI,COOPER S COUNTRYMAN ALL4,MID-SIZE,2,4,AS8,Z,10.4,7.5,9.1,212
2020,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2,4,AS8,Z,9.2,6.9,8.1,190
2020,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2,4,AS8,Z,10.1,7.6,9,210
2020,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2,4,AS8,Z,9.4,7.1,8.3,194
2020,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,MID-SIZE,2,4,AS8,Z,10,7.8,9,210
2020,MITSUBISHI,ECLIPSE CROSS 4WD,SUV: SMALL,1.5,4,AV8,X,9.6,8.9,9.3,216
2020,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,143
