MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION CITY (L/100 km),FUEL CONSUMPTION HWY (L/100 km),FUEL CONSUMPTION COMB (L/100 km),CO2 EMISSIONS 
2016,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.5,14.4,17.8,295
2016,CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,304
2016,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,9,6.8,8,188
2016,CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.5,6.2,7.5,175
2016,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,195
2016,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9,6.8,8,187
2016,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,9.5,7.1,8.4,195
2016,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,8.9,7,8,189
2016,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,9,6.8,8,188
2016,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.5,6.2,7.5,175
2016,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,6.7,8.3,195
2016,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9,6.8,8,187
2016,CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,AS6,X,9.5,7.1,8.4,195
2016,CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,M6,X,8.9,7,8,189
2016,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.6,5.7,6.7,157
2016,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,7.8,5.8,6.9,162
2016,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,304
2016,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,304
2016,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14,17.6,288
2016,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,312
2016,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,312
2016,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,317
2016,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,304
2016,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,304
2016,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14,17.6,288
2016,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,310
2016,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,310
2016,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.9,14.5,18,300
2016,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,315
2016,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,323
2016,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.2,7,8.2,193
2016,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.9,8.1,190
2016,CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,X,9.7,7.6,8.7,205
2016,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,198
2016,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,E,13.6,8.5,11.3,186
2016,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,12.4,7.5,10.2,239
2016,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,E,16.5,10.1,13.6,225
2016,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,250
2016,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,16.9,10.8,14.1,232
2016,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,240
2016,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,240
2016,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,229
2016,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,289
2016,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,257
2016,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,257
2016,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,243
2016,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,14.1,9.5,12,282
2016,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,279
2016,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,242
2016,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10,13.1,307
2016,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,326
2016,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.8,9.3,12.3,289
2016,DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,302
2016,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,326
2016,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,302
2016,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,339
2016,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,353
2016,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,271
2016,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,240
2016,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,271
2016,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.7,12.4,15.9,264
2016,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,240
2016,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,229
2016,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.7,9.6,12.9,302
2016,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,289
2016,DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,302
2016,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,257
2016,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,257
2016,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,243
2016,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10,13.4,313
2016,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,302
2016,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,339
2016,DODGE,DART,MID-SIZE,2,4,M6,X,9.4,6.5,8.1,189
2016,DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,202
2016,DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,205
2016,DODGE,DART FFV,MID-SIZE,2,4,A6,X,9.9,7,8.6,201
2016,DODGE,DART FFV,MID-SIZE,2,4,A6,E,13.3,9.3,11.5,187
2016,DODGE,DART GT,MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2,215
2016,DODGE,DART GT,MID-SIZE,2.4,4,M6,X,10.2,7,8.8,207
2016,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3,171
2016,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3,171
2016,DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.8,9.5,11.3,265
2016,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,16.7,10.7,14,329
2016,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,276
2016,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.4,269
2016,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,260
2016,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,283
2016,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,270
2016,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,292
2016,DODGE,VIPER SRT,TWO-SEATER,8.4,10,M6,Z,19.2,11.3,15.6,364
2016,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,183
2016,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,7.9,6.3,7.2,168
2016,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,183
2016,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8,160
2016,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,200
2016,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,183
2016,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,200
2016,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,183
2016,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,200
2016,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,183
2016,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.6,7.8,9.4,218
2016,FIAT,500L,STATION WAGON - SMALL,1.4,4,AM6,X,9.9,7.2,8.7,203
2016,FIAT,500L,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.1,8.3,194
2016,FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,6.9,8.3,194
2016,FIAT,500X,SUV - SMALL,2.4,4,A9,X,10.6,7.6,9.3,217
2016,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11,7.9,9.6,224
2016,FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,5.6,6.4,6,140
2016,FORD,EDGE,SUV - SMALL,2,4,AS6,X,11.5,7.8,9.8,231
2016,FORD,EDGE (Start/Stop),SUV - SMALL,2,4,AS6,X,11.3,7.9,9.8,228
2016,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.4,9,11.4,268
2016,FORD,EDGE AWD,SUV - SMALL,2,4,AS6,X,11.8,8.4,10.3,240
2016,FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,X,13.6,9.8,11.9,278
2016,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.7,9.6,11.8,278
2016,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.1,7.4,8.9,208
2016,FORD,ESCAPE,SUV - SMALL,2,4,AS6,X,10.9,7.9,9.6,224
2016,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.6,9.4,220
2016,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.5,7.9,9.4,220
2016,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.4,8.4,10,236
2016,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.9,14.3,334
2016,FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,X,16.4,12.1,14.4,338
2016,FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.5,10.8,253
2016,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.9,9.6,12,280
2016,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.7,12.9,16.1,264
2016,FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,X,13.1,9.1,11.3,265
2016,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,13,305
2016,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.4,10.4,12.6,295
2016,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.7,14.1,17.2,282
2016,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.3,9.2,10.9,256
2016,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,13.5,9.8,11.9,278
2016,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,9.8,11.2,263
2016,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,303
2016,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.2,9.6,11.6,272
2016,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13,15.7,261
2016,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,15.3,10.6,13.2,309
2016,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,20.6,14.3,17.8,292
2016,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,X,16.8,11.8,14.5,341
2016,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,E,20.6,14.3,17.8,293
2016,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,10.1,11.7,275
2016,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,303
2016,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.3,10.7,12.3,288
2016,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.6,11.7,13.8,324
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14,10.6,12.5,292
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,19.1,14.3,16.9,278
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,16,11.3,13.8,324
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,21.6,15.1,18.7,306
2016,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,X,16.8,12.4,14.8,347
2016,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,E,21.8,15.3,18.8,310
2016,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.7,6.4,7.6,180
2016,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,179
2016,FORD,FIESTA SFE,SUBCOMPACT,1,3,M5,X,7.5,5.5,6.6,153
2016,FORD,FIESTA ST,COMPACT,1.6,4,M6,X,9,7.1,8.1,191
2016,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,298
2016,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,303
2016,FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,322
2016,FORD,FOCUS,COMPACT,1,3,AS6,X,8.5,5.9,7.3,171
2016,FORD,FOCUS,COMPACT,1,3,M6,X,7.8,5.7,6.8,160
2016,FORD,FOCUS FFV,COMPACT,2,4,AM6,X,8.9,6,7.6,178
2016,FORD,FOCUS FFV,COMPACT,2,4,AM6,E,11.9,8.3,10.3,170
2016,FORD,FOCUS FFV,COMPACT,2,4,AS6,X,9,6.2,7.8,183
2016,FORD,FOCUS FFV,COMPACT,2,4,AS6,E,12.1,8.6,10.5,175
2016,FORD,FOCUS FFV,COMPACT,2,4,M5,X,9.2,6.6,8,188
2016,FORD,FOCUS FFV,COMPACT,2,4,M5,E,12.3,8.9,10.8,179
2016,FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.1,9.3,10.9,255
2016,FORD,FOCUS ST,MID-SIZE,2,4,M6,X,10.5,7.7,9.2,217
2016,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,9.9,6.5,8.4,197
2016,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.4,6.3,8,188
2016,FORD,FUSION,MID-SIZE,2,4,AS6,X,10.5,7,8.9,210
2016,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,6.9,8.9,209
2016,FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,10.8,7.5,9.3,220
2016,FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.4,5.7,5.5,130
2016,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,11,7.4,9.4,219
2016,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,10.6,7.6,9.2,217
2016,FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,X,12.6,8.5,10.7,253
2016,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,13.6,8.4,11.2,264
2016,FORD,MUSTANG,SUBCOMPACT,5,8,AS6,X,14.9,9.5,12.4,292
2016,FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.5,9.4,12.7,298
2016,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.6,8,10,234
2016,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5,8,AS6,X,15.4,10,13,304
2016,FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,16.9,11,14.2,334
2016,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.1,12.7,14.6,342
2016,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.8,13.2,15.2,356
2016,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,23.1,18.6,21,345
2016,FORD,TAURUS,FULL-SIZE,2,4,AS6,X,11.8,8.1,10.1,237
2016,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,13.1,8.7,11.1,260
2016,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.6,11.6,14.9,248
2016,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.7,9.8,12.5,293
2016,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.8,12.4,291
2016,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.3,16.3,271
2016,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8,9.5,223
2016,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.6,10.4,243
2016,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.6,10.4,243
2016,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.1,11.8,14.2,233
2016,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,252
2016,FORD,TRANSIT CONNECT WAGON FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,252
2016,FORD,TRANSIT CONNECT WAGON FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12,14.6,240
2016,FORD,TRANSIT CONNECT WAGON LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,252
2016,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,252
2016,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12,14.6,240
2016,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,315
2016,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,323
2016,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.9,10.5,247
2016,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,253
2016,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.7,9.4,252
2016,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,X,13,9.2,11.3,265
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,265
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12,8.2,10.3,277
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.6,9.9,11.9,279
2016,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22,14.9,18.8,441
2016,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,23,16,19.8,465
2016,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,298
2016,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14,327
2016,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.5,10,11.9,280
2016,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,284
2016,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,298
2016,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14,17.2,286
2016,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,307
2016,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,332
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,296
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,301
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,306
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.5,14.4,17.8,295
2016,GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,304
2016,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,214
2016,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,285
2016,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,214
2016,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,221
2016,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10,235
2016,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.9,10.1,12.8,300
2016,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,304
2016,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,304
2016,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14,17.6,288
2016,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,310
2016,GMC,YUKON 4WD,SUV - STANDARD,6.2,8,A8,Z,15.9,11.1,13.8,323
2016,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,310
2016,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.9,14.5,18,300
2016,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,304
2016,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,304
2016,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14,17.6,288
2016,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,312
2016,GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8,A8,Z,16.4,11.7,14.3,334
2016,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,312
2016,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,317
2016,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.3,7.2,8.9,207
2016,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.5,223
2016,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,12.9,8.3,10.9,253
2016,HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,8.6,6.4,7.6,177
2016,HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,11.3,7,9.4,219
2016,HONDA,ACCORD SPORT,MID-SIZE,2.4,4,AV7,X,9.1,6.8,8,187
2016,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.6,6.7,155
2016,HONDA,CIVIC COUPE,COMPACT,2,4,AV,X,7.8,5.8,6.9,162
2016,HONDA,CIVIC COUPE,COMPACT,2,4,M6,X,8.9,6.1,7.7,179
2016,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.6,5.5,6.7,157
2016,HONDA,CIVIC SEDAN,MID-SIZE,2,4,AV,X,7.8,5.8,6.9,162
2016,HONDA,CIVIC SEDAN,MID-SIZE,2,4,M6,X,8.8,5.9,7.5,176
2016,HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,8.8,6.9,7.9,186
2016,HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,9.5,7.5,8.6,202
2016,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,7,6.4,6.8,157
2016,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.9,6.5,7.3,169
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7,5.7,6.4,150
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.3,6.1,6.8,158
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.4,7.3,171
2016,HONDA,HR-V,SUV - SMALL,1.8,4,AV,X,8.3,6.7,7.6,177
