MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION CITY (L/100 km),FUEL CONSUMPTION HWY (L/100 km),FUEL CONSUMPTION COMB (L/100 km),CO2 EMISSIONS 
2017,AUDI,Q5,SUV - SMALL,2,4,AS8,Z,12,8.6,10.5,246
2017,AUDI,Q5,SUV - SMALL,3,6,AS8,Z,13.2,9.2,11.4,267
2017,AUDI,Q7,SUV - STANDARD,2,4,AS8,Z,11.9,9.6,10.8,253
2017,AUDI,Q7,SUV - STANDARD,3,6,AS8,Z,12.6,9.4,11.1,260
2017,AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,16.5,11.2,14.1,330
2017,AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.5,11.2,14.1,330
2017,AUDI,RS 7,MID-SIZE,4,8,AS8,Z,16.2,9.3,13.1,309
2017,AUDI,S3,SUBCOMPACT,2,4,AM6,Z,11,8.5,9.9,232
2017,AUDI,S5,SUBCOMPACT,3,6,AM7,Z,13,8.5,11,259
2017,AUDI,S5,SUBCOMPACT,3,6,M6,Z,13.8,9,11.7,273
2017,AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,13.3,9.1,11.4,266
2017,AUDI,S6,MID-SIZE,4,8,AM7,Z,13.3,8.8,11.3,263
2017,AUDI,S7,MID-SIZE,4,8,AM7,Z,13.4,8.8,11.4,265
2017,AUDI,S8,MID-SIZE,4,8,AS8,Z,16.2,9.9,13.4,312
2017,AUDI,SQ5,SUV - SMALL,3,6,AS8,Z,14.1,9.9,12.2,285
2017,AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM6,X,10.1,7.8,9.1,209
2017,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,AM6,X,10.1,7.8,9.1,209
2017,AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.3,8.6,9.5,222
2017,BENTLEY,BENTAYGA,SUV - STANDARD,6,12,AS8,Z,18.8,12.2,15.9,370
2017,BENTLEY,CONTINENTAL GT,COMPACT,4,8,AS8,Z,16.1,9.4,13.1,307
2017,BENTLEY,CONTINENTAL GT,COMPACT,6,12,AS8,Z,18.9,11.2,15.4,360
2017,BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,AS8,Z,17.7,10.3,14.4,337
2017,BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,AS8,Z,19.6,11.7,16,375
2017,BENTLEY,FLYING SPUR,MID-SIZE,4,8,AS8,Z,17,9.9,13.8,321
2017,BENTLEY,FLYING SPUR,MID-SIZE,6,12,AS8,Z,19.6,11.7,16,375
2017,BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,21.3,12.8,17.5,407
2017,BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8,AS8,Z,22.2,13.6,18.3,430
2017,BMW,230i CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10,7.2,8.7,207
2017,BMW,230i COUPE,SUBCOMPACT,2,4,AS8,Z,9.8,6.8,8.4,197
2017,BMW,230i COUPE,SUBCOMPACT,2,4,M6,Z,11.1,7.3,9.4,219
2017,BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.5,7.4,9.1,213
2017,BMW,230i xDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,10.2,7.4,9,210
2017,BMW,320i,COMPACT,2,4,AS8,Z,10,6.5,8.4,200
2017,BMW,320i,COMPACT,2,4,M6,Z,10.2,6.7,8.6,202
2017,BMW,320i xDRIVE,COMPACT,2,4,AS8,Z,10.3,6.9,8.8,206
2017,BMW,328d xDRIVE,COMPACT,2,4,AS8,D,7.9,5.9,7,189
2017,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,D,7.9,5.9,7,189
2017,BMW,330i xDRIVE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,213
2017,BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,AS8,Z,10.5,7.4,9.1,213
2017,BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,Z,10.5,7.4,9.1,213
2017,BMW,340i,COMPACT,3,6,AS8,Z,11.1,7.8,9.6,224
2017,BMW,340i,COMPACT,3,6,M6,Z,12.2,8.2,10.4,242
2017,BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,228
2017,BMW,340i xDRIVE,COMPACT,3,6,M6,Z,12.2,8.5,10.5,246
2017,BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.9,8.1,10.2,238
2017,BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.6,7.3,9.1,211
2017,BMW,430i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,213
2017,BMW,430i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,213
2017,BMW,440i COUPE,COMPACT,3,6,AS8,Z,11.1,7.8,9.6,224
2017,BMW,440i COUPE,COMPACT,3,6,M6,Z,12.2,8.2,10.4,242
2017,BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,238
2017,BMW,440i xDRIVE COUPE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,228
2017,BMW,440i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.2,8.5,10.5,246
2017,BMW,440i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,228
2017,BMW,530i xDRIVE,MID-SIZE,2,4,AS8,Z,10.5,7.4,9.1,213
2017,BMW,540i xDRIVE,MID-SIZE,3,6,AS8,Z,11.4,7.8,9.8,228
2017,BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.4,8.4,10.6,249
2017,BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12.4,8.4,10.6,249
2017,BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,292
2017,BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,13.8,9.1,11.7,273
2017,BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,292
2017,BMW,740Li xDRIVE,FULL-SIZE,3,6,AS8,Z,11.9,8.1,10.2,238
2017,BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,13.8,9.1,11.7,273
2017,BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,292
2017,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,292
2017,BMW,ALPINA B7 xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,292
2017,BMW,M2,SUBCOMPACT,3,6,AM7,Z,11.8,8.9,10.5,245
2017,BMW,M2,SUBCOMPACT,3,6,M6,Z,13.1,9.2,11.4,267
2017,BMW,M240i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.1,7.8,9.6,224
2017,BMW,M240i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.2,8.2,10.4,242
2017,BMW,M240i COUPE,SUBCOMPACT,3,6,AS8,Z,11.1,7.8,9.6,224
2017,BMW,M240i COUPE,SUBCOMPACT,3,6,M6,Z,12.5,8.4,10.7,250
2017,BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.4,7.8,9.8,228
2017,BMW,M240i xDRIVE COUPE,SUBCOMPACT,3,6,AS8,Z,11.4,7.8,9.8,228
2017,BMW,M3,COMPACT,3,6,AM7,Z,14,9.7,12.1,284
2017,BMW,M3,COMPACT,3,6,M6,Z,13.7,9.1,11.7,273
2017,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.1,9.6,12.1,283
2017,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M6,Z,13.7,9.1,11.7,273
2017,BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14,9.7,12.1,284
2017,BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.7,9.1,11.7,273
2017,BMW,M6,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,343
2017,BMW,M6,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,324
2017,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,343
2017,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,324
2017,BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,343
2017,BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,324
2017,BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,355
2017,BMW,X1 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,10.5,7.4,9.1,213
2017,BMW,X3 xDRIVE28d,SUV - SMALL,2,4,AS8,D,8.7,7.1,8,211
2017,BMW,X3 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.1,8.5,10,233
2017,BMW,X3 xDRIVE35i,SUV - SMALL,3,6,AS8,Z,12.7,9.1,11.1,260
2017,BMW,X4 M40i,SUV - SMALL,3,6,AS8,Z,12.7,9.1,11.1,260
2017,BMW,X4 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.8,8.6,10.3,240
2017,BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,341
2017,BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,AS8,D,10.3,8,9.3,249
2017,BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,11.5,270
2017,BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,320
2017,BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,341
2017,BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,11.5,270
2017,BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,320
2017,BUICK,ENCLAVE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,315
2017,BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,X,16,10.9,13.7,322
2017,BUICK,ENCORE (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,194
2017,BUICK,ENCORE (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,7.9,185
2017,BUICK,ENCORE AWD (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,208
2017,BUICK,ENCORE AWD (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.9,7.6,8.3,196
2017,BUICK,ENVISION AWD,SUV - SMALL,2,4,A6,Z,11.8,9.1,10.6,248
2017,BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.4,9.9,232
2017,BUICK,LACROSSE,MID-SIZE,3.6,6,AS8,X,11.2,7.5,9.5,224
2017,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS8,X,11.6,8.1,10,235
2017,BUICK,REGAL,MID-SIZE,2,4,AS6,Z,11.5,8,9.9,233
2017,BUICK,REGAL AWD,MID-SIZE,2,4,AS6,Z,12.1,8.9,10.7,250
2017,BUICK,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.6,9.7,226
2017,CADILLAC,ATS,COMPACT,2,4,AS8,Z,10.6,7.7,9.3,217
2017,CADILLAC,ATS,COMPACT,2,4,M6,Z,11.8,8,10.1,236
2017,CADILLAC,ATS,COMPACT,2.5,4,AS8,X,10.7,7.4,9.2,216
2017,CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,8,10,234
2017,CADILLAC,ATS AWD,COMPACT,2,4,AS8,Z,10.8,7.9,9.5,222
2017,CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,X,12.2,8.6,10.6,248
2017,CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,13.9,9.4,11.9,279
2017,CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.4,10.4,12.6,295
2017,CADILLAC,CT6,FULL-SIZE,2,4,AS8,Z,11,7.8,9.5,223
2017,CADILLAC,CT6 AWD,FULL-SIZE,3,6,AS8,Z,13,9.1,11.2,263
2017,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,12.8,8.8,11,259
2017,CADILLAC,CTS,MID-SIZE,2,4,AS8,Z,11,7.8,9.5,223
2017,CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,8,10,234
2017,CADILLAC,CTS AWD,MID-SIZE,2,4,AS8,Z,11.2,8.2,9.8,229
2017,CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,12.2,8.6,10.6,248
2017,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15,9.9,12.7,299
2017,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14,329
2017,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,16.1,11.7,14.1,331
2017,CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.6,10.5,245
2017,CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.9,8.9,11.1,260
2017,CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,13.2,8.5,11.1,260
2017,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9,11.6,272
2017,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15,10.3,12.8,299
2017,CHEVROLET,CAMARO,SUBCOMPACT,2,4,AS8,Z,10.9,7.7,9.5,222
2017,CHEVROLET,CAMARO,SUBCOMPACT,2,4,M6,Z,11.9,8,10.1,236
2017,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.6,10.6,249
2017,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.4,8.4,11.7,274
2017,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,273
2017,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,284
2017,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,19,11.6,15.6,367
2017,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.9,349
2017,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.8,9,9.4,220
2017,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,12,9.2,10.7,252
2017,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.2,10.9,254
2017,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,255
2017,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,274
2017,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,263
2017,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.4,10.4,280
2017,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,286
2017,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,315
2017,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15,13,14.1,331
2017,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.2,8.9,12.4,290
2017,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9,11.9,278
2017,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,14.3,336
2017,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,312
2017,CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,7.9,5.9,7,165
2017,CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.3,6,7.3,170
2017,CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,8.1,6,7.2,169
2017,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.6,5,6.4,172
2017,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,M6,D,7.7,4.5,6.3,169
2017,CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,AS6,X,8.1,6.2,7.3,172
2017,CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,M6,X,8.3,6.4,7.4,173
2017,CHEVROLET,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4,AS6,X,8.4,6.4,7.5,176
2017,CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,X,11,7.5,9.4,221
2017,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,11,7.5,9.4,221
2017,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,11,13.6,223
2017,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.1,9.7,12.1,285
2017,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,237
2017,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,237
2017,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.8,14.2,234
2017,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,15,10.4,13,304
2017,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.8,14.8,18.6,438
2017,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.3,14.9,19,445
2017,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.9,7.9,9.5,224
2017,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.5,8.3,10.6,249
2017,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17,11.7,14.6,240
2017,CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,182
2017,CHEVROLET,MALIBU,MID-SIZE,2,4,A9,Z,10.7,7.1,9.1,212
2017,CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,121
2017,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,297
2017,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.2,10.7,13.1,309
2017,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,324
2017,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10,11.9,279
2017,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,284
2017,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,298
2017,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,284
2017,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,307
2017,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.9,11.5,13.9,327
2017,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16,11.7,14.1,330
2017,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,294
2017,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18,294
2017,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,307
2017,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,315
2017,CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,303
2017,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,7.8,184
2017,CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.4,6.3,7.4,174
2017,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.7,6.9,8.4,197
2017,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.2,7.1,8.3,194
2017,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,8.8,6.6,7.8,184
2017,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,7.4,174
2017,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.7,6.9,8.4,197
2017,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.2,7.1,8.3,194
2017,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.8,6.2,7.1,167
2017,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,8,6.2,7.2,168
2017,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,305
2017,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,305
2017,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,20,13.5,17.1,284
2017,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,312
2017,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,312
2017,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,317
2017,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,305
2017,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,305
2017,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20,13.5,17.1,284
2017,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,310
2017,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,310
2017,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18,299
2017,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,315
2017,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,16,10.9,13.7,322
2017,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,194
2017,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.2,7.1,8.2,194
2017,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,208
